Prerequisite,course_EFTSL,course_EFTSL_url,course_campus,course_career,course_code,course_credit,course_description,course_faculty,course_faculty_url,course_fee,course_fee_url,course_further_info,course_further_info_url,course_hours,course_outline,course_outline_url,course_school,course_school_url,course_title,course_url 
Prerequisite: Completion of 78 UOC in LAWS courses.,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,LAWS3105,6,"Penology is the study of punishment and forms part of the wider academic discipline of criminology. While potentially penology covers a very wide subject matter, it tends to focus on various dimensions of imprisonment. This course examines some of the key issues associated with the use of prisons in New South Wales and introduces students to current research into the use of prisons and various forms of detention. It builds on previous core subjects such as criminal law 1 and 2, and complements electives such as advanced criminal law. ,More information can be found on the ,.",Faculty of Law,/faculties/2018/law/law.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/LAWS3105.html,3,See below,LAWS3105.html#CourseOutline,Faculty of Law,http://www.law.unsw.edu.au/,Penology ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/LAWS3105.html
Prerequisite: Completion of 78 UOC in LAWS courses.,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,LAWS3102,6,"Advanced Criminal Law follows on from Crime and the Criminal Process and Criminal Laws, which in turn build on the main foundation courses such as Introduction to Law and Justice and Principles of Public Law. It is related to Court Process, Evidence and Proof which covers criminal procedure and the law of evidence.,The course provides an opportunity to study areas of criminal law that are not covered in Crime and the Criminal Process and Criminal Laws and to allow students to develop their own criminal law research skills through a self-directed research project.,The course builds on understandings gained in the core criminal law courses and uses a number of topics to develop a detailed understanding of the principles and political pressures that shape criminal law and an examination of theoretical and philosophical perspectives on the criminal law.",Faculty of Law,/faculties/2018/law/law.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/LAWS3102.html,3,See below,LAWS3102.html#CourseOutline,Faculty of Law,http://www.law.unsw.edu.au/,Advanced Criminal Law ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/LAWS3102.html
Prerequisite: Completion of 78 UOC in LAWS courses.,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,LAWS3075,12,"The Social Impact Hub (Intensive Clinic) is an experiential learning program. In this course students will put their legal and business skills and knowledge to use and gain practical experience in different areas of social impact. The course provides formal and informal training, as well as supervised practical experience, in planning and implementing a project in a field of social impact.,The Social Impact Hub will work with industry and foundations to develop and conduct a variety of applied projects in different areas of social impact. In each semester, projects will be offered from the following fields:,·       Social entrepreneurship and social innovation;,·       Philanthropy;,·       Impact investing;,·       Business and human rights;,·       Corporate social responsibility;,·       Pro bono and volunteering;,·       Law and social movements;,·       Measuring social impact;,·       Collective impact; and,·       Other related fields.,Students will be able to preference the project(s) on which they want to work. Students will work in small teams on each project. Students may be involved in research and policy work, writing, advocacy, advising and related activities. Note that the Social Impact Hub does not pursue litigation. Students will be critically analysing the role of lawyers, businesses, foundations, not-for-profits and investors as part of the course.",Faculty of Law,/faculties/2018/law/law.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/LAWS3075.html,16,See below,LAWS3075.html#CourseOutline,Faculty of Law,http://www.law.unsw.edu.au/,Social Impact Hub (Intensive),http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/LAWS3075.html
Prerequisite: Completion of 78 UOC in LAWS courses.,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,LAWS3074,6,"The Social Impact Hub (Non-Intensive Clinic) is an experiential learning program. In this course students will put their legal and business skills and knowledge to use and gain practical experience in different areas of social impact. The course provides formal and informal training, as well as supervised practical experience, in planning and implementing a project in a field of social impact.,The Social Impact Hub will work with industry and foundations to develop and conduct a variety of applied projects in different areas of social impact. In each semester, projects will be offered from the following fields,    . Social entrepreneurship and social innovation,    . Philanthropy,    . Impact investing,    . Business and human rights,    . Corporate social responsibility,    . Pro bono and volunteering,    . Law and social movements,    . Measuring social impact,    . Collective impact,    . Other related fields.,Students will be able to preference the project(s) on which they want to work. Students will work in small teams on each project. Students may be involved in research and policy work, writing, advocacy, advising and related activities. Note that the Social Impact Hub does not pursue litigation. Students will be critically analysing the role of lawyers, businesses, foundations, not-for-profits and investors as part of the course.",Faculty of Law,/faculties/2018/law/law.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/LAWS3074.html,9,See below,LAWS3074.html#CourseOutline,Faculty of Law,http://www.law.unsw.edu.au/,Social Impact Hub (Non-Intensive),http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/LAWS3074.html
Prerequisite: Completion of 78 UOC in LAWS courses including Land Law (LAWS2383).,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,LAWS3073,6,"This course examines the way in which the law structures cities and suburbs. It begins by asking: what does justice mean in an urban context? Students will explore the growing literature on urban justice, including concepts of the right to the city, the just city, spatial justice, and environmental justice.,Students will examine the legal regime for planning in NSW as well as other areas of law relevant to the built environment such as heritage, environmental and property law. Drawing insights from national and international experience, particularly in the United States, students will critically examine the contribution of these legal regimes to justice in Sydney. ,This course will be useful for students with interests in environmental, property and real estate law, urban development and public policy. Cities are a fascinating topic for study, and the course will develop a critical understanding of intersections between law and fields such as urban studies, geography, economics, public health and social policy.,More information can be found on the ,.",Faculty of Law,/faculties/2018/law/law.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/LAWS3073.html,3,See below,LAWS3073.html#CourseOutline,Faculty of Law,http://www.law.unsw.edu.au/,"Cities, Planning, Law and Justice ",http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/LAWS3073.html
Prerequisite: Completion of 78 UOC in LAWS courses.,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,LAWS3070,6,"Investment treaties are among the most powerful and controversial instruments of international economic governance. They grant foreign investors broad protections from interference by the governments of the countries in which they invest. They also establish an international mechanism for adjudication and enforcement, allowing foreign investors to bypass national courts and, instead, bring cases against states directly to international arbitration. The amount at stake in these disputes regularly runs into billions of dollars. Philip Morris’ recent case against Australia arising from Australia’s tobacco plain packaging legislation is a high profile example. Supporters argue that investment treaties promote foreign investment and respect for the rule of law in countries that are bound by them. Critics argue that investment treaties constitute a ‘bill of rights for multinational corporations’ that is enforced through ‘secret courts’. ,This course provides an introduction to the law and policy of the investment treaty regime. The course covers the network of almost 3000 bilateral investment treaties, along with the investment chapters of multi-issue free trade agreements, such as NAFTA and the proposed Trans-Pacific Partnership. It also covers international dispute settlement through investment treaty arbitration under the ICSID and UNCITRAL Rules,More information can be found on the ,.",Faculty of Law,/faculties/2018/law/law.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/LAWS3070.html,3,See below,LAWS3070.html#CourseOutline,Faculty of Law,http://www.law.unsw.edu.au/,International Investment Law and Policy ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/LAWS3070.html
Prerequisite: Completion of 78 UOC in LAWS courses.,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,LAWS3067,6,"This course considers contemporary legal issues in international criminal law and transitional justice. It places international criminal law in the broader context of state sovereignty, international peace and security, post-conflict reconciliation and the rule of law. It examines the role of international criminal law and transitional justice within public international law generally, and its relationship with other areas of law, such as state responsibility, human rights, international humanitarian law, national criminal law and international refugee law. It will examine the distinction between state and individual responsibility, consider the development of international criminal law and its institutions, outline the main principles and rules of international criminal law, both substantive and procedural, as well as discussing alternatives to criminal responsibility such as truth and reconciliation commissions and amnesties. In particular, the course will examine the substantive legal framework to ensure accountability for acts of genocide, war crimes, crimes against humanity and other serious violations of international law. It will also assess the history, structure, jurisdiction and jurisprudence of the international criminal tribunals for the former Yugoslavia and Rwanda and the International Criminal Court, as well as the Special Court for Sierra Leone and other hybrid and internationalized tribunals. The role of national legal systems in ensuring accountability for international crimes is also outlined.",Faculty of Law,/faculties/2018/law/law.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/LAWS3067.html,3,See below,LAWS3067.html#CourseOutline,Faculty of Law,http://www.law.unsw.edu.au/,International Criminal Law,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/LAWS3067.html
Prerequisite: Completion of 78 UOC in LAWS courses.,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,LAWS3064,6,"Students elected to the position of Executive Editor of the University of New South Wales Law Journal are eligible to enrol in this course. The position of editor is available in Semester 1, Semester 2 and Summer Semester each year. Further information about the Law Journal can be found at:,More information regarding this course can be found on the ,.",Faculty of Law,/faculties/2018/law/law.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/LAWS3064.html,2,See below,LAWS3064.html#CourseOutline,Faculty of Law,http://www.law.unsw.edu.au/,UNSW Law Journal (Executive Editor) ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/LAWS3064.html
Prerequisite: Completion of 78 UOC in LAWS courses including Resolving Civil Disputes (LAWS2371).,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,LAWS3072,6,"Effective regulation, including in areas such as competition law, securities, financial services and taxation, requires the availability and use of various dispute resolution and enforcement techniques. This course reviews the forms and techniques of regulation with a view to examining how they interact with methods of enforcement such as negotiation, dispute handling services such as the Financial Ombudsman Service, civil litigation and criminal prosecution.,The course addresses issues common to the enforcement of all regulatory schemes such as:,    * a regulator’s coercive investigation and information gathering powers,,    * limits on those powers such as legal professional privilege/client legal privilege and the privilege against self-incrimination,,    * whistleblowers and immunity,,    * mechanisms for the resolution of civil proceedings brought by a regulator, and,    * criminal law aspects of regulatory litigation. ,The course also examines specific areas in more detail to illustrate policy and procedural issues relevant to regulatory disputes.  This includes:,    * the interaction between public and private enforcement by examining the interaction between the Australian Securities and Investments Commission and class actions,,    * court approval of civil penalty litigation settlements with the Australian Competition and Consumer Commission, and,    * whether conduct should be criminalised such as insider trading or cartels.,More information can be found on the ,.",Faculty of Law,/faculties/2018/law/law.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/LAWS3072.html,3,See below,LAWS3072.html#CourseOutline,Faculty of Law,http://www.law.unsw.edu.au/,Resolving Regulatory Disputes ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/LAWS3072.html
Prerequisite: Completion of 78 UOC in LAWS courses.,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,LAWS3069,6,"All lawyers practicing law in the 21st century increasingly must be prepared to analyze domestic legal problems in both an interdisciplinary and  global context. This course explores the way that substantive energy and environmental laws operate in the emerging global marketplace. The course is taught using a combination of lectures and group discussion of specific case studies including the Gulf of Mexico oil rig spill, sales of hydroelectric power to New York, and legal issues involved in the prospect of starting a nuclear power industry in Australia. The fundaments and intersections of energy law and environmental law are explored as well as applicable international law. The course demonstrates the integration of law, economics and ethics in energy and environmental decision making.,More information can be found on the ,.",Faculty of Law,/faculties/2018/law/law.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/LAWS3069.html,3,See below,LAWS3069.html#CourseOutline,Faculty of Law,http://www.law.unsw.edu.au/,"Energy Law, Environment and the Global Economy ",http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/LAWS3069.html
Prerequisite: Completion of 78 UOC in LAWS courses including Resolving Civil Disputes (LAWS2371).,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,LAWS3068,6,"This course will focus principally on the study of the relationships between two different legal traditions  - the Civil Law and the Common Law.   Together these legal traditions provide the foundation of most of the world’s national legal systems.  As an initial matter, the class will examine the essential characteristics of the Civil Law and the Common Law, focusing on each tradition’s history, legal structures, legal actors, procedures, and sources of law.   As part of the general examination of these traditions, the class will examine particular systems within those traditions, including the American, English, Scottish, French, and German legal systems.  The class may, time permitting, also consider non-Western Legal traditions such as Islamic and Hindu Law.,More information can be found on the ,.",Faculty of Law,/faculties/2018/law/law.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/LAWS3068.html,3,See below,LAWS3068.html#CourseOutline,Faculty of Law,http://www.law.unsw.edu.au/,Legal Systems in Comparative Perspective,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/LAWS3068.html
Prerequisite: Completion of 78 UOC in LAWS courses.,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,LAWS3066,6,"'Cybercrime' examines how the online world has borne new crimes and law enforcement responses, as well as investigates how the computer has become both a target of attack and a tool for criminal activity.  ‘Cybercrime’ explores a number of emerging cybercrimes , and also explores how old crimes are affected in new mediums. How do nation-states regulate criminal activity of those persons and organizations located abroad?  How is law enforcement shifting from traditional mechanisms to new regulatory regimes and technological solutions? The course will be taught from an inter-disciplinary perspective.   A technical background is not essential.,More information can be found on the ,.",Faculty of Law,/faculties/2018/law/law.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/LAWS3066.html,3,See below,LAWS3066.html#CourseOutline,Faculty of Law,http://www.law.unsw.edu.au/,Criminal Threats from Cyberspace ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/LAWS3066.html
Prerequisite: Completion of 78 UOC in LAWS courses.,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,LAWS3065,6,"Students elected to an executive position of the University of New South Wales Law Journal are eligible to enrol in this course. The position of editor is available in Semester 1, Semester 2 and Summer Semester each year. Further information about the Law Journal can be found at: [[http://www.unswlawjournal.unsw.edu.au/]]",Faculty of Law,/faculties/2018/law/law.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/LAWS3065.html,2,See below,LAWS3065.html#CourseOutline,Faculty of Law,http://www.law.unsw.edu.au/,UNSW Law Journal Editor ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/LAWS3065.html
Prerequisite: Completion of 78 UOC in LAWS courses.  Co-requisite: Resolving Civil Disputes (LAWS2371),(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,LAWS3047,6,"Australia is now the only major constitutional democracy in the world without some form of written bill of rights, or comprehensive rights charter. yet, in recent years, two Australian jurisdictions (the ACT and Victoria) have moved to adopt state-level rights charters (the ACT Human Rights Act 2004 and Victorian Charter of Rights and responsibilities 2008). This course will examine theses two state bills of rights, and their likely future interpretation in light of both existing case-law and comparative experience in jurisdictions such as the US, Canada, South Africa nad the UK. The course will also explore the broader theoretic  stakes behind these interpretive questions, ongoing debates about the potential amendment of these charters (so as, for example, to include more extensive socioeconomic rights protections) and the adoption of a rights charter at a national level.,More information can be found on the ,.",Faculty of Law,/faculties/2018/law/law.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/LAWS3047.html,3,See below,LAWS3047.html#CourseOutline,Faculty of Law,http://www.law.unsw.edu.au/,Australian Bills of Rights and the Protection of Human Rights,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/LAWS3047.html
"Prerequisite: Completion of 78 UOC in LAWS courses.  Exclusion: LAWS3021/JURD7321, LAWS3523/GENL2323, LAWS8017/JURD7617",(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,LAWS3046,6,"LAWS3046/JURD7446 Intellectual Property 1, together with LAWS3248/JURD7448 Intellectual Property 2, collectively consider Australian intellectual property (IP) law.,IP—which encompasses the laws of copyright, designs, patents, breach of confidence, passing off and registered trade marks, as well as various related doctrines—has become one of the most important areas of commercial legal practice in recent years. It is vital to the marketing, advertising, entertainment, communications and science and technology industries. The two courses together aim to introduce students to each of the general law and statutory protections outlined above. For each of the heads of protection, the courses gives detailed consideration to the subject matter which is protected, the pre-conditions for protection, and the nature of infringement. Other matters such as remedies, licensing and international protection are dealt with briefly. Various justifications for IP are also considered, particularly in the context of new or developing forms of IP.,This course considers a key aspect of Australian IP law: the law of copyright, which primarily protects creative and entrepreneurial subject matter such as books, art, music, films and TV broadcasts. It focuses on key issues such as the history of and justifications for copyright; copyright subject matter; requirements for subsistence; ownership and exploitation issues; infringement, defences and remedies; and moral rights. Attention will also be paid to emerging debates, policy issues and law reform proposals on such issues as the impact of digital technology, rights in entertainment franchises and indigenous artists’ rights. The course also considers other aspects of IP law related to copyright, such as designs law and circuit layout protection.,Please be aware that students who take Intellectual Property 1 and/or Intellectual Property 2 will not be able to take LAWS3021/JURD7321 Foundations of Intellectual Property Law and/or LAWS3057/JURD7357 Advanced Intellectual Property Policy and Practice. Similarly, students who take Foundations of Intellectual Property Law and/or Advanced Intellectual Property Policy and Practice will not be able to take either Intellectual Property 1 or Intellectual Property 2.",Faculty of Law,/faculties/2018/law/law.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/LAWS3046.html,3,See below,LAWS3046.html#CourseOutline,Faculty of Law,http://www.law.unsw.edu.au/,Intellectual Property 1 ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/LAWS3046.html
"Prerequisite: Completion of 78 UOC in LAWS courses including Lawyers, Ethics and Justice (LAWS1230),  Resolving Civil Disputes (LAWS2371) and Court Process, Evidence & Proof (LAWS2351).",(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,LAWS3060,6,"The Human Rights Clinic is an experiential learning program in which students gain practical human rights lawyering experience in domestic and international settings, while critically reflecting on the role of law and lawyers in advancing human rights at home and in our region. Attending the clinic on campus two days each week, students have significant responsibility working for, or in collaboration with, individual clients or organisations in Australia and Asia, under the Clinic Director’s supervision. The clinic’s casework and projects involve law, clients, partners or rights violations that extend beyond Australia’s borders, and focus primarily on advancing the human rights of noncitizens including migrant workers and refugees in Asia and Australia. The clinic seminar focuses on ethics and accountability issues in human rights work.  It develops students' capacity for critical reflection as well as their practical skills in areas such as interviewing; human rights report-writing; law reform submission-writing; advocacy and the media; international and comparative legal research; working within different cultures and legal systems; and working with disadvantaged clients as well as with culturally diverse clients and partners.,Students’ clinic projects are intended to have a systemic impact on law or policy.  They may involve, for example, supporting organisations in Asia and Australia to bring or intervene in public interest litigation within national courts to implement international human rights standards; drafting communications to UN human rights bodies on behalf of individual noncitizen clients or communities; documenting systemic rights violations, and producing an advocacy report; drafting rights-based guidelines, manuals or other educational materials for lawyers and/or communities; drafting letters of advice to Asian NGOs on the application of international human rights treaties in their domestic context; drafting white papers and law reform submissions; or filing freedom of information requests. ,Note that preference is given to students who apply for the 12 UOC version of the program:",Faculty of Law,/faculties/2018/law/law.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/LAWS3060.html,7,See below,LAWS3060.html#CourseOutline,Faculty of Law,http://www.law.unsw.edu.au/,Human Rights Clinic (Non-intensive),http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/LAWS3060.html
Prerequisite: Completion of 78 UOC in LAWS courses.,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,LAWS3028,6,"Employment law is and will be relevant to all students throughout their lives, as well as being particularly topical presently. LAWS3028/JURD 7328 - Employment Law will cover the study of individual employment relationships in Australia.To ensure that students find the course relevant, Employment Law will draw on student experiences, case law, and the use of hypotheticals. ,Employment Law is one of the elective subjects for law and is able to be taken without any prior knowledge of the area or pre-requisite courses. It will be an important component of a rounded legal education, as it is the type of law that impacts on the practice of most other types of law (like that of contract).",Faculty of Law,/faculties/2018/law/law.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/LAWS3028.html,4,See below,LAWS3028.html#CourseOutline,Faculty of Law,http://www.law.unsw.edu.au/,Employment Law ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/LAWS3028.html
Prerequisite: Completion of 78 UOC in LAWS courses.,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,LAWS3025,6,"This elective course, which attracts 6 units of credit, assumes and builds upon knowledge and understanding of basic contract law derived in particular from the course pre-requisites (Contracts 1 and 2). It introduces students to some of the more sophisticated principles of contract law which are of particular relevance to the practical use and application of contract law in the commercial world, including in particular conditionality of promises, dependency of promises, the various categories of breach and their effects, the various bases for termination of contracts, limits on the same and consequences of the same. Teaching is primarily by reference to a selected range of leading Australian and English appellate decisions, and supported by a series of handouts which set out and discuss the principles which are established and/or illustrated by those cases.,More information can be found on the ,.",Faculty of Law,/faculties/2018/law/law.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/LAWS3025.html,3,See below,LAWS3025.html#CourseOutline,Faculty of Law,http://www.law.unsw.edu.au/,Advanced Contract Law ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/LAWS3025.html
Prerequisite: Completion of 78 UOC in LAWS courses.  Co-requisite: Foundations of Intellectual Property Law (LAWS3021/JURD7321) or Intellectual Property Law (LAWS8017/JURD7617).,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,LAWS3057,6,"This is a course for students who have already learned the fundamentals of intellectual property law. It offers students the opportunity to explore some contentious areas of interest, debate and policy development within intellectual property law (e.g. trade mark counterfeiting and copyright piracy; the interplay of marketing, branding and trade marks; issues surrounding bio-prospecting and ownership of genetic material; and access to essential medicines), as well as introducing practical issues graduates are likely to confront if they practice in the area (such as franchising; portfolio management; criminal offences; registration practice and strategies; parallel importation; geographical indications). The course provides a solid general knowledge of relevant issues and skills for students wishing to practice in intellectual property law, and a good grounding in intellectual property research for students considering writing a thesis  or undertaking postgraduate studies in this area.",Faculty of Law,/faculties/2018/law/law.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/LAWS3057.html,3,See below,LAWS3057.html#CourseOutline,Faculty of Law,http://www.law.unsw.edu.au/,Advanced Intellectual Property Policy and Practice ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/LAWS3057.html
Prerequisite: Completion of 78 UOC in LAWS courses including Business Associations (LAWS1091) and Commercial Law (LAWS3018).  Co-requisite: Resolving Civil Disputes (LAWS2371),(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,LAWS3024,6,"Commercial Finance LAWS3024 is an Undergraduate Elective which introduces students to the financing of transactions entered into by businesses in Australia.,As a 6 unit elective, Commercial Finance aims to provide an introduction to some principal areas of commercial law of general relevance to legal practice and of particular relevance to those interested in finance. ,More information can be found on the ,.",Faculty of Law,/faculties/2018/law/law.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/LAWS3024.html,3,See below,LAWS3024.html#CourseOutline,Faculty of Law,http://www.law.unsw.edu.au/,Commercial Finance ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/LAWS3024.html
Prerequisite: Completion of 78 UOC in LAWS courses including Business Associations (LAWS1091).,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,LAWS3023,6,"This course builds on Equity and Trusts, the core subject, to provide a deeper and more practical foundation in trusts law for students who may be interested in practicing in the area of commercial law. Topics covered include: judicial review of trustee decision-making, investment duties of trustees, trading trusts, regulation of superannuation funds and managed investment schemes and current developments in the law relating to charitable trusts.,•	Classification of trusts,•	Family trusts and unit trusts,•	The settlor’s Intentions and the three certainties,•	Discretionary trusts and powers,•	The beneficiary principle,•	Charitable trusts,•	Non-charitable purpose trusts,,•	Gifts to unincorporated associations;,•	Resulting trusts,•	Public appeal fund surpluses,•	Trustees' fiduciary duties,•	Protector concept,•	Investment powers,•	Trusts in commerce, including Quistclose trust and Kayford trust,More information can be found on the ,.",Faculty of Law,/faculties/2018/law/law.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/LAWS3023.html,3,See below,LAWS3023.html#CourseOutline,Faculty of Law,http://www.law.unsw.edu.au/,Commercial and Charitable Trusts ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/LAWS3023.html
Prerequisite: Completion of 78 UOC in LAWS courses.,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,LAWS3022,6,"Competition Law is an undergraduate elective course carrying 6 units of credit with three contact hours per week. This course is an introduction to competition law. It examines Part IV of the Competition and Consumer Act 2010(CCA) (formerly the Trade Practices Act 1974 (Cth), and the parallel state provisions of the Competition Code. The course does not address all provisions of the CCA, particularly the Australian Consumer Law. Through case analysis it develops the essential economic methodologies for applying the CCA to commercial conduct. A knowledge of commerce or economics is not essential for this course. ,More information can be found on the ,.",Faculty of Law,/faculties/2018/law/law.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/LAWS3022.html,3,See below,LAWS3022.html#CourseOutline,Faculty of Law,http://www.law.unsw.edu.au/,Competition Laws ,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/LAWS3022.html
"Prerequisite: Principles of Private Law (LAWS1150 /JURD7150), Contracts (LAWS1075/JURD7175) and Equity and Trusts (LAWS2385/JURD7285).",(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,LAWS2383,6,"The course examines the fundamental principles of land law in Australia. Topics covered include native title, the Torrens system, co-ownership, leases, mortgages, easements and covenants. These topics are critically analysed in their historical, social, political and economic contexts. Professional and ethical approaches to dealing with interests in land are explored.",Faculty of Law,/faculties/2018/law/law.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/LAWS2383.html,4,See below,LAWS2383.html#CourseOutline,Faculty of Law,http://www.law.unsw.edu.au/,Land Law,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/LAWS2383.html
Prerequisite: Completion of 78 UOC in LAWS courses including Business Associations (LAWS1091).,(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Undergraduate,LAWS3014,6,"The course intends to provide an understanding of the law and practice relating to personal bankruptcy law and to corporate insolvency. It has become increasingly important, if not, essential, for all lawyers to understand when and how the law regulates and deals with the results of commercial entities and/or individuals faltering financially.The course examines the various regimes of insolvency, the effects of insolvency on the debtor, the rights of creditors, how the law regulates the claims of competing creditors, the role of the insolvency practitioner, the recovery and distribution of assets and the investigation of the causes of the financial faltering. The course will also focus upon the interaction between insolvency law and other branches of law as well as the socio/economic implications of insolvency law.",Faculty of Law,/faculties/2018/law/law.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/LAWS3014.html,6,See below,LAWS3014.html#CourseOutline,Faculty of Law,http://www.law.unsw.edu.au/,Insolvency Law,http://legacy.handbook.unsw.edu.au/undergraduate/courses/2018/LAWS3014.html
